text,label
환자가 복부 통증을 호소하며 약간의 구토 증상이 있는 상태,3
환자가 약간의 탈수 증상으로 인해 갈증을 느끼는 상태,3
환자가 약간의 어지럼증을 느끼며 혼자 걷기 힘든 상태,3
환자가 약간의 탈수 증상으로 인해 갈증을 느끼는 상태,3
환자가 약간의 탈수 증상으로 인해 갈증을 느끼는 상태,3
환자가 복부 통증을 호소하며 약간의 구토 증상이 있는 상태,3
환자가 경미한 쇼크 증상으로 인해 혈압이 조금 떨어진 상태,3
환자가 경미한 호흡곤란을 느끼며 가슴이 답답한 상태,3
환자가 경미한 호흡곤란을 느끼며 가슴이 답답한 상태,3
환자가 경미한 호흡곤란을 느끼며 가슴이 답답한 상태,3
환자가 경미한 쇼크 증상으로 인해 혈압이 조금 떨어진 상태,3
환자가 복부 통증을 호소하며 약간의 구토 증상이 있는 상태,3
환자가 경미한 호흡곤란을 느끼며 가슴이 답답한 상태,3
환자가 복부 통증을 호소하며 약간의 구토 증상이 있는 상태,3
환자가 약간의 어지럼증을 느끼며 혼자 걷기 힘든 상태,3
환자가 약간의 탈수 증상으로 인해 갈증을 느끼는 상태,3
환자가 경미한 호흡곤란을 느끼며 가슴이 답답한 상태,3
환자가 약간의 탈수 증상으로 인해 갈증을 느끼는 상태,3
환자가 경미한 호흡곤란을 느끼며 가슴이 답답한 상태,3
환자가 약간의 탈수 증상으로 인해 갈증을 느끼는 상태,3
환자가 경미한 호흡곤란을 느끼며 가슴이 답답한 상태,3
환자가 경미한 쇼크 증상으로 인해 혈압이 조금 떨어진 상태,3
환자가 경미한 쇼크 증상으로 인해 혈압이 조금 떨어진 상태,3
환자가 약간의 탈수 증상으로 인해 갈증을 느끼는 상태,3
환자가 약간의 어지럼증을 느끼며 혼자 걷기 힘든 상태,3
환자가 경미한 쇼크 증상으로 인해 혈압이 조금 떨어진 상태,3
환자가 약간의 어지럼증을 느끼며 혼자 걷기 힘든 상태,3
환자가 약간의 어지럼증을 느끼며 혼자 걷기 힘든 상태,3
환자가 경미한 호흡곤란을 느끼며 가슴이 답답한 상태,3
환자가 경미한 쇼크 증상으로 인해 혈압이 조금 떨어진 상태,3
환자가 경미한 호흡곤란을 느끼며 가슴이 답답한 상태,3
환자가 복부 통증을 호소하며 약간의 구토 증상이 있는 상태,3
환자가 경미한 호흡곤란을 느끼며 가슴이 답답한 상태,3
환자가 복부 통증을 호소하며 약간의 구토 증상이 있는 상태,3
환자가 경미한 호흡곤란을 느끼며 가슴이 답답한 상태,3
환자가 경미한 호흡곤란을 느끼며 가슴이 답답한 상태,3
환자가 약간의 어지럼증을 느끼며 혼자 걷기 힘든 상태,3
환자가 복부 통증을 호소하며 약간의 구토 증상이 있는 상태,3
환자가 약간의 어지럼증을 느끼며 혼자 걷기 힘든 상태,3
환자가 경미한 호흡곤란을 느끼며 가슴이 답답한 상태,3
환자가 약간의 어지럼증을 느끼며 혼자 걷기 힘든 상태,3
환자가 경미한 쇼크 증상으로 인해 혈압이 조금 떨어진 상태,3
환자가 복부 통증을 호소하며 약간의 구토 증상이 있는 상태,3
환자가 약간의 어지럼증을 느끼며 혼자 걷기 힘든 상태,3
환자가 약간의 어지럼증을 느끼며 혼자 걷기 힘든 상태,3
환자가 복부 통증을 호소하며 약간의 구토 증상이 있는 상태,3
환자가 가벼운 두통을 느끼며 어지러운 상태,4
환자가 가벼운 두통을 느끼며 어지러운 상태,4
환자가 경미한 피부 발진으로 인해 가려움을 느끼는 상태,4
환자가 경증의 통증을 느끼며 불편함을 호소하는 상태,4
환자가 가벼운 근육통을 호소하며 불편함을 느끼는 상태,4
환자가 소화불량으로 인해 약간의 복통을 호소하는 상태,4
환자가 경미한 피부 발진으로 인해 가려움을 느끼는 상태,4
환자가 경미한 피부 발진으로 인해 가려움을 느끼는 상태,4
환자가 소화불량으로 인해 약간의 복통을 호소하는 상태,4
환자가 경증의 통증을 느끼며 불편함을 호소하는 상태,4
환자가 가벼운 두통을 느끼며 어지러운 상태,4
환자가 가벼운 두통을 느끼며 어지러운 상태,4
환자가 경미한 피부 발진으로 인해 가려움을 느끼는 상태,4
환자가 경미한 피부 발진으로 인해 가려움을 느끼는 상태,4
환자가 소화불량으로 인해 약간의 복통을 호소하는 상태,4
환자가 가벼운 근육통을 호소하며 불편함을 느끼는 상태,4
환자가 소화불량으로 인해 약간의 복통을 호소하는 상태,4
환자가 가벼운 근육통을 호소하며 불편함을 느끼는 상태,4
환자가 경증의 통증을 느끼며 불편함을 호소하는 상태,4
환자가 가벼운 두통을 느끼며 어지러운 상태,4
환자가 경증의 통증을 느끼며 불편함을 호소하는 상태,4
환자가 가벼운 두통을 느끼며 어지러운 상태,4
환자가 가벼운 근육통을 호소하며 불편함을 느끼는 상태,4
환자가 경미한 피부 발진으로 인해 가려움을 느끼는 상태,4
환자가 소화불량으로 인해 약간의 복통을 호소하는 상태,4
환자가 가벼운 근육통을 호소하며 불편함을 느끼는 상태,4
환자가 가벼운 두통을 느끼며 어지러운 상태,4
환자가 가벼운 두통을 느끼며 어지러운 상태,4
환자가 경미한 피부 발진으로 인해 가려움을 느끼는 상태,4
환자가 가벼운 근육통을 호소하며 불편함을 느끼는 상태,4
환자가 경미한 피부 발진으로 인해 가려움을 느끼는 상태,4
환자가 소화불량으로 인해 약간의 복통을 호소하는 상태,4
환자가 경증의 통증을 느끼며 불편함을 호소하는 상태,4
환자가 가벼운 두통을 느끼며 어지러운 상태,4
환자가 경증의 통증을 느끼며 불편함을 호소하는 상태,4
환자가 가벼운 두통을 느끼며 어지러운 상태,4
환자가 소화불량으로 인해 약간의 복통을 호소하는 상태,4
환자가 소화불량으로 인해 약간의 복통을 호소하는 상태,4
환자가 소화불량으로 인해 약간의 복통을 호소하는 상태,4
환자가 경증의 통증을 느끼며 불편함을 호소하는 상태,4
환자가 경미한 피부 발진으로 인해 가려움을 느끼는 상태,4
환자가 경미한 피부 발진으로 인해 가려움을 느끼는 상태,4
환자가 경증의 통증을 느끼며 불편함을 호소하는 상태,4
환자가 가벼운 근육통을 호소하며 불편함을 느끼는 상태,4
환자가 소화불량으로 인해 약간의 복통을 호소하는 상태,4
환자가 소화불량으로 인해 약간의 복통을 호소하는 상태,4
환자가 경미한 피부 발진으로 인해 가려움을 느끼는 상태,4
환자가 소화불량으로 인해 약간의 복통을 호소하는 상태,4
환자가 가벼운 근육통을 호소하며 불편함을 느끼는 상태,4
환자가 소화불량으로 인해 약간의 복통을 호소하는 상태,4
환자가 경증의 통증을 느끼며 불편함을 호소하는 상태,4
환자가 가벼운 두통을 느끼며 어지러운 상태,4
환자가 경미한 피부 발진으로 인해 가려움을 느끼는 상태,4
환자가 소화불량으로 인해 약간의 복통을 호소하는 상태,4
환자가 경미한 피부 발진으로 인해 가려움을 느끼는 상태,4
